Country,rating,contract,is_employed,job,city,date,comment
France,4.0,,False,Chargée de clientèle particuliers,Paris ,2022,"Peu d'évolution de carrière vie en agence difficile
Points positifs
Avantages sociaux
Points négatifs
Salaire faible
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Analyste Crédit,Île-de-France,2022,"Très bonne ambiance de travail dans l'ensemble tant dans les équipe qu'avec les autres services.

La mobilité interne est ouvre beaucoup de portes mais les belles opportunités se présentent autant qu'une éclipse. Sinon peuvent faire nettement mieux pour l'évolution salariale.

Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Conseiller Clientèle Premium,Paris,2022,"Logiciel de travail depasse pour effectuer un virement effectuer 2 opérations retrait puis credit
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Chargé de clientèle particuliers,Paris ,2022,"j'ai passé de merveilleuse année au sein de la société générale. salaire correcte pour le poste que j'occupais
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Conseillère clientèle,Île-de-France,2022,"Beaucoup de clients dans son porte feuille par rapport à d'autre banque surcharge de travail à la SG le métier de conseiller tu passé ton temps à faire la paperasse ( traiter risques conformité fraude...) Laisse peu de temps pour le commercial
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Conseillère clientèle,Lille ,2022,"Bonne entreprise et sérieuse. Aide à monter en compétence
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Emploi saisonnier en qualité d'agent bancaire,Fontenay-sous-Bois ,2022,"J'ai été heureuse de travailler au sein de cette entreprise.
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Téléconseillère,Saint-Quentin ,2022,"Beaucoup de projets de stress et de pression avec un management sous pression
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,conseiller premium,Paris ,2022,"manque de considération
CADRE stressant
aucune augmentation en 4 ans
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Chargé d'affaires,Lille ,2022,"++ Bonne expérience, salaire attractif en sortie de master 38k/an + de nombreux avantages. ( ticket resto, participation aux frais de déplacement, prime sur objectif, participation et intéressement, 13 eme mois, mutuelle, prévoyance, frais de garde d’enfant etc.. etc…

- Management par les chiffres qui perd parfois son sens

Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,True,Conseiller clientèle,Marseille ,2022,"Formateurs, mise en avant des talents commerciaux, avantage non négligeable, copinage à déplorer
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,True,Conseiller de clientèle,Marseille ,2022,"De moins en moins de moyens pour plus d ambitions , rémunérations moins importante que celles des concurrents pour une pression commerciale qui ne cesse d augmenter
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,True,Conseillère clientèle,Nîmes ,2022,"... pas dans le bon sens
Un management copié sur la grande distribution
Une pression commerciale et administrative, des méthodes de vente dont on pourrait débattre, une rétention des clients avec là encore des méthodes douteuses. Peu de marge de manœuvre pour les collaborateurs. La rémunération et les avantages ne font pas tout.
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Conseiller,Tarn,2022,"Informatique archaïque - Back office composé d’ancien conseillers ayant fait des burn out et peu impliqués ce qui est problématique dans le traitement des dossiers (autant de réponses différentes que d’interlocuteurs)
Peu de soutien hiérarchique
Proccess à rallonge
Points positifs
PEE RTT Objectifs annuels
Points négatifs
Ambiance - manque de visibilité évolution personnelle
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,True,RH,La Défense ,2022,"Une entreprise qui évolue rapidement, et où les innovations/propositions sont appréciées, bon esprit d'équipe.
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Conseillère Clientèle en banque,Clermont-Ferrand ,2022,"Bonne intégration.
Équipe agréable en agence
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Conseillère clientèle,Paris ,2022,"La SG est bien pour commencer sa carrière et évoluer cependant son évolution de salaire et ses primes sont quasi inexistante
Points positifs
Ambiance
Points négatifs
Salaire prime
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,True,Conseiller Clientèle Professionnels,Lyon ,2022,"Sécurité de l'emploi mais le système informatique archaïque rend le quotidien pénible.
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Adjoint Responsable d'Agence,La Tour-du-Pin ,2022,"Pression commerciale variable selon le manager. Ambiance généralement bonne
Points positifs
RTT, CE
Points négatifs
Pression commerciale
"
France,2.0,,False,Employée Back Office,Orléans ,2022,"L'ambiance est différente selon les services. Aucune embauche en CDI . Grand nombre de CDD. Restructuration en cours. Aucune perspective d'évolution et des salaires qui stagnent. Le management laisse à désirer suivant les services.
Points positifs
Horaires variables, CE, tickets restaurant.
Points négatifs
Quasiment pas d'évolution possible, restructuration en cours, direction inexistante dans la résolution de conflit
"
France,5.0,,False,AUXILIAIRE D'ETE,,2022,"Très bonne ambiance et tâche diversifié sans être débordé.
Salaire correcte (pour un job sans diplôme requis) et carte restaurant à la charge majoritairement du groupe.
Points positifs
Équipe soudé, locaux neufs, ambiance joviale
Points négatifs
Clientèle parfois désagréable
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,True,Chargée de comptes,Fontenay-sous-Bois ,2022,"bonne expérience
bonne opportunité
humain
professionnel
grand groupe
ya de la place pour tr le monde
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Juriste Droit Bancaire & Paiement,Paris ,2022,"… si vous êtes pro, que vous avez la volonté de préserver les intérêts de votre entreprise et que « l’humain » a de l’importance pour vous.
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Conseillère clientèle,Nanterre ,2022,"L'un des pires endroits pour travailler ! ma pire experience, j'ai quitté le crc de nanterre en 2020 avec un burn out et une depression.
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Conseillère clientèle,Massy ,2022,"L’ambiance et la pression vont varier selon la direction, l’équipe avec la quelle on travaille.

Les salaires sont décevants et les augmentations minimales sont tous les 4/5 ans! Mais comme c’est à la tête et si vous êtes dans les petits souliers de la direction, ça peut aussi varier…

Un manque de perspective d’évolution et un rapport à l’humain à revoir…
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Contrôleur,Colombes ,2022,"SGSS a été mon premier emploi post-études. C'est une formidable école, j'ai beaucoup appris.
Points positifs
Possibilité de monter en compétences, confiance des responsables
Points négatifs
Bureaux situés dans une banlieue triste et malfamée (Colombes 92)
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Conseiller clientèle,Rhône,2022,"Bonne entreprise, managers à l'écoute si le travail est bien fait
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Chargée de Middle Office marché des capitaux,Puteaux ,2022,"J'ai travaillé quatre ans chez la Socgen et au sein de deux équipes différentes. J'ai vécu deux expériences totalement différentes. Les managers en place sont compétents lorsqu'ils n'ont pas été sélectionné par défaut. Possibilité d'évoluer faible et augmentation de salaire presque impossible, ils te promettent un bonus plus important année après année mais le fixe ne change pas.
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Chef de projet,La Défense ,2022,"Environnement de travail stressant et trop politique sans moyen pour résoudre les vrais problèmes.
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,True,Gestionnaire Assurance Vie,Orléans ,2022,"Une expérience ultra enrichissante. J'avais quelques réticences car j'avais des avis de mon entourage pas franchement sympas mais j'ai suivi mon instinct et je ne me suis pas trompée.
Je suis tombée sur une équipe formidable et un manager très humain et participatif.
Les avantages dans cette boîte sont tellement bien. Mais il faut minimum 6 mois d'ancienneté pour en bénéficier.
En tout cas n'hésitez pas, c'est un endroit qui mérite d'être connu !
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,True,Chargé de conformité,La Défense ,2022,"bonne entreprise , équilibre vie privée et professionnelle .

perspective d'évolution et mobilité interne à améliorer
Points positifs
TT/ Flexibilité / équilibre vie privée pro
Points négatifs
peu de perspectives d'évolution
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Auxiliaire de vacances,France,2022,"Aucune aide et formation..........................
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Conseillère clientèle,Évreux ,2022,"Aucune considération du bien être des salariés , toujours le chiffre..
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Chargée de clientèle,Paris ,2022,"Ras
Tout etait ok
Rien a dire
A recommander sans hesiter
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,stage,False,Operational Risk and Internal Controls Analyst,Paris,2022,"Difficile de qualifier cette expérience qui restera un passage compliqué dans ma carrière
Points positifs
Image externe
Points négatifs
management
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,True,Chef de projet,Fontenay-sous-Bois ,2022,"Je pense que cette entreprise peut mieux valoriser ses collaborateurs
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Chargée,e arrondissement de Paris ,2022,"Certains conseillers devraient accorder plus d’importance au chargé d’accueil. Les avantages et la paie sont assez corrects
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Conseiller commercial,Toulouse ,2022,"Environnement travail stressante avec beaucoup de clients, il faut être polyvalente , manque de formation
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Agent administratif,Clichy ,2022,"Aucun avis à fournir pour ce job .
Aucun avis à fournir pour ce job .
"
France,5.0,stage,False,Internship,Paris,2022,"En alternance et l’ambiance était sympa et je me suis vite adaptée
"
France,1.0,,False,HR Business Partner,Paris,2022,"La BFI du groupe est un environnement stressant, les collaborateurs sont soumis à beaucoup de pression, entre des traders cowboys et des banquiers divas. Une RH qui a plus vocation à satisfaire le management qu’à apporter une vraie ressource pour les collaborateurs.
Points positifs
Rémunération attractive
Points négatifs
La pression, la culture d’entreprise (BFI)
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Chargé de financement,Toulouse ,2022,"Expérience globalement positive.
Bonne ambiance de travail, flexibilité des horaires et surtout expérience riche en connaissances et en apprentissage
Points positifs
Horaires variables
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,cdi,False,Gestionnaire sinistre (CDI),Courbevoie ,2022,"Enchainement des appels, flicages, longues journées...
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Responsable adjointe,Val-d'Oise,2022,"Hypocrisie des managers sur les primes aucunes transparences manipulateur hors pairs.
Points positifs
Rien
Points négatifs
Tout
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,True,Conseiller en assurance,Orléans ,2022,"Il faut savoir utiliser ses compétences et les mettre en avant.
Certains manager sont excellent et à l’écoute.
Avec du travail vous pouvez faire de grandes choses et avoir des responsabilités
Mais le salaire n’est pas forcément représentatif des compétences
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,True,Conseiller clientèle premium,Île-de-France,2022,"Secteur d'activité toujours en manque de personnel, les formations arrivent 5/6mois après l'arrivée, on doit avoir beaucoup d'autonomie pour la prise de poste et connaître le metier.
Points positifs
Congés et équipe
Points négatifs
Charge de travail, organisation, documents
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,cdd,False,CDD chargée de clientèle,Paris 16e ,2022,"Bon esprit d'équipe, expérience enrichissante et possibilité d'évolution
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Assistant service client,Schiltigheim ,2022,"Depuis mon arrivée au siège les avantages se sont réduits un à un.

La hiérarchie n'a aucune considération pour les salariés. Vous n'êtes qu'un numéro parmi d'autres à qui on demande des objectifs et un polyvalence de plus en plus forte alors même que le service est déjà en mode dégradé.
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,conseiller en immobilier patrimonial,Nouvelle-Aquitaine,2022,"accompagnement inexistant de l'encadrement dans le secteur du conseil en immobilier patrimonial
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Chargée d'opération back et middle-office,CDS LYON,2022,"Environnement de travail très agréable mais pensez à bien négocier votre salaire à l’entrée
Points positifs
Équipe agréable, tickets restau, prise en charge des frais de transport en commun, intéressement etc
Points négatifs
Hiérarchie rigide
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Assistante Formation,La Défense ,2022,"Selon les services ce n'est pas pareil mais je suis tombé dans un service avec une bonne ambiance et une équipe soudée
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Auxiliaire de vacances,France,2022,"Superbe expérience, équipe superbe et à l'écoute.
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,True,Société Générale,Orléans ,2022,"Premier CDI pour moi, la SG a su me faire confiance et l'entre aide avec les collègues a été propice à mon l'apprentissage
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Conseillère clientèle,Paris ,2022,"La SOCIÉTÉ GÉNÉRALE a réussi à passer en cinq ans du statut d'entreprise où il fait bon vivre à ""entreprise d'où il faut sortir en urgence"" ! Les salaires sont très disparates à poste égal on constate des écarts de 15% entre deux collègues de même expertise et de même niveau. Les services centraux sont présurés, on leur vend du rêve pour qu'ils forment des collègues en Inde soit disant ""en cas de panne informatique"" et on leur annonce au bout de deux ans que les gens qu'ils ont formé vont en fait prendre leur activité. Du coté du réseau c'est l'enfer, Le directeur d'agence et son adjoint sont ""Dieu sur terre"", ça harcèle ça pressurises ça manage à la dur à coup de ""morning meeting"" Les conseillers font le travail de deux, voir trois collègues (les binômes malades et les démissions ne sont jamais remplacés) Les primes, dérisoires, sont réellement données ""à la tête du conseiller"" en toute opacité. Pour les augmentations et les évolutions c'est encore pire: certains évoluent au bout de deux ans car ils sont copain avec un-tel de la DCR et d'autres, à mérite égal, doivent supplier, mendier, faire le travail de trois conseillers pour, au bout de quatre ans obtenir 1500€ d'augmentation brut. Chacun jugera...
Points positifs
La gloire de travailler pour la SG
Points négatifs
rémunérations et évolutions opaques, inégalitaires, injustement disparates et principalement basées sur le copinage
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Chargée des opérations clients entreprise,Cergy,2022,"Mes collègues étaient presque tous désagréables à mon égard mais j'avais aimé le poste.
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,True,Conseillère clientèle,Lille ,2022,"Manque de formation, accompagnement inexistant et outil informatique d un autre âge
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Téléconseillère,Lyon ,2022,"Vendre à tout prix, manque empathie, rythme intense et les horaires très difficiles
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Service à la clientèle,Clichy,2022,"Bien mais sans plus, bonne culture et managers à l'écoute sans rapport de force constant
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,True,Conseillère clientèle,Paris ,2022,"Les outils informatiques changent très souvent aucune stabilité dans le temps et en perpetuel changement.
"
France,2.0,,False,Conseiller clientèle à distance banque et assurance,Marseille ,2022,"Utile pour une première expérience dans la banque mais veiller à ne pas prendre racine
"
France,4.0,,False,Chargée d’Animation Commerciale sur le marché de l'entreprise,Lyon 3e ,2022,"Cadre formateur
Possibilité d evoluer
belle ambiance et fort esprit d equipe
Une ntreprise ou il fait bon vivre mais qui est des fois pas a l ecoute des souhaits professionnels de ses collaborateurs
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Conseillère clientèle,Paris ,2022,"Managers qui mettent beaucoup de pression
Environnement plutôt bien
Salaire assez corrects et encore...
Points positifs
Grosse boite
Points négatifs
pression
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Conseillère clientèle à distance,Marseille ,2022,"Au sein du crc il faut être à leur hauteur 1400€ pour 39h prise d’appel de 80/jours et si vous souhaitez vous appuyer sur vos collègues attention à leurs bienveillance…
Direction peut franche
Ce qui explique leur turn over et bon courage pour votre évolution.
Points positifs
Week end de 2 jours et demie
Points négatifs
Beaucoup de travail pour peu
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Assistant Ressources Humaines,Val de Fontenay ,2022,"Bien correct .
Bonne accueil, je recommande. Forme bien .
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,True,Conseillère bancaire,Paris ,2022,"Un poste très stressant qui demande beaucoup d'organisation dès le départ. Énormément d'administratif et jamais le temps de faire la moindre chose. Je gère 2 portefeuilles clients alors que ça fait que 3 mois que je suis arrivée dans l'entreprise et sans aucune expérience en banque pas assez d'accompagnement.

Cependant l'équipe de mon agence est absolument superbe, malheureusement ils sont également très occupés et de ce fait je ne suis pas bien accompagnée, je suis lâchée dans la jungle, je dois improviser

Par contre tous les jours je suis en stress total avec la boule au ventre
Points positifs
Bonne ambiance
Points négatifs
Stress permanent
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Chargé d'affaires professionnelles,Pontoise ,2022,"Stress, peu de reconnaissance, pression, en espérant que celà a évolué
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Chef de produits,La Défense ,2022,"le travail est stimulant, les projets variés et innovants, les équipes sympas.
comme dans toutes les grandes sociétés, il y a des soucis (réorganisation récurrentes, concurrence entre équipes, certains problèmes d'égo..) mais dans l'ensemble ce fut un très bonne expérience
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,CONSEILLER CLIENTELE,Île-de-France,2022,"Un poste très stressant avec une forte pression commerciale des managers et des clients, des reproches à tout va de la part des collègues et de la direction.
Des objectifs demesurés sur tout est n'importe quoi.
Peu de temps pour effectuer toutes les tâches essentielles et bien gérer son portefeuille.
Beaucoup d'hypocrisie.
Formation quasi inexsitante.
Management autoritaire et rabaissant.
Outil informatique très peu intuitif.
Intégration des nouveaux collaborateurs mauvaises.

Le seul avantage est le salaire.
Points positifs
Salaires
Points négatifs
Mannagement, logiciel, forte pression commerciale, formation
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,True,Conseillère clientèle,Nantes ,2022,"Pression de toutes parts, commerciale, gestion du risque, compliance, kyc, téléphone, mail, prospection...
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,True,Conseiller bancaire,Chalon-sur-Saône ,2022,"Aucune formation, on vous envoi au charbon et ensuite on exige de vous des résultats rapide
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Conseiller clientèle IARD,La Défense ,2022,"Usine , niveau insatisfaisant , salariés infantilisés , conditions de travail mauvaises.
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Conseiller de clientèle particuliers,Val-de-Marne,2022,"J'en garde des séquelles à vie.
beaucoup d'investissement personnels pour peu voir pas de reconnaissance après tout dépend des directions locales qui peuvent faire toute la différence.
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Assistante de Direction,La Défense ,2022,"Multiculturelle, internationnelle, je me suis adaptée vite au poste et dans l'environnement..
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,True,Chef de projet,Val de Fontenay ,2022,"Pas de reconnaissance du travail
Salaire très bas
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,CONSEILLERE CLIENTELE,Paris,2022,"Cette entreprise avait une forte culture et une dynamique d'équipe extraordinaire mais depuis quelques années ces conditions se dégradent Covid et fusion ont dégradé les conditions de travail. La rémunération est une problématique la SG ne paie pas et est connue sur la place comme tel. Intéressement et participation ridicule, pas de prime et les augmentations personnelles sont gelées depuis quelques années.
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Conseillère clientèle,Marseille ,2022,"Très bonne formation, on passe un test au bout des 3semaines avant de commencer la pratique. Pas grand chose à redire, bon souvenir, bonne ambiance.
Entretien en plusieurs étapes, assez difficile à mon goût. 3test, entretien téléphone assistante rh, entretien drh puis pour finir l’entretien avec la responsable de l’équipe qu’on est sencé intégré.
Points positifs
Ambiance générale
Points négatifs
Salaire
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,True,Conseillère en gestion de patrimoine,Essonne,2022,"Une grande entreprise mais accordant de l'importance à chacun de des collaborateurs.
Le milieu bancaire en général est chargé de stresse, mais la direction prend le soin de veiller sur l'équilibre personnel et professionnel de ses équipes.
Une banque humaine.
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,True,CONSEILLERE CLIENTELE PREMIUM, Paris 11e,2022,"Outils pour travailler pas adéquat
Beaucoup d’administratifs
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,True,Conseiller de clientèle particuliers,Marseille ,2022,"Les centres de relation client de la Société Générale sont constamment en besoin de recrutement et cela n'est jamais bon signe...
Effectivement, les journées sont denses pour de la prise d'appels entrants, à savoir 80 appels/jour en moyenne.
De plus,tout est chronométré, analysé, quantifié.
Une remise en question de la direction serait la bienvenue, notamment au niveau de la pression commerciale hallucinante et rébarbative.
Cette obsession du résultat amène de nombreux collaborateurs à des dérives.
Le turn-over est important du fait de la non-remise en cause de la direction au sujet du management.
Plus d'humanité serait la bienvenue.
A bon entendeur.
"
France,4.0,,False,Développeur java/angular,Fontenay-sous-Bois ,2022,"c'est une bonne entreprise ou bosser en tant que dev
Points positifs
Ticket resto et multiple prime
Points négatifs
mission parfois ennuyante
"
France,4.0,stage,True,Internal communication trainee,Paris ,2022,"Good relations in the teams, kind and attentive managers, clear and interesting tasks
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Responsable adjointe,Paris ,2022,"Très bonne entreprise pour commencer dans la vie active, il y a des opportunités d'évolution de carrière au sein du groupe. La rémunération évolue très lentement. C'est dommage.
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Chargée de formation,La Défense ,2022,"Je garde un bon souvenir de mon expérience chez société générale assurances
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Agent d'accueil,Saint-Rémy-lès-Chevreuse ,2022,"Pas de surprise banque comme toutes les autres avec la pression commerciale qui en découle
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,True,Conseiller professionnel,Paris ,2022,"les évolutions sont possibles si elles correspondent aux attentes de la société…:(
Encore des progrès à faire sur les outils, beaucoup d’administratif !
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Agent bancaire,Lille ,2022,"Une bonne entreprise dynamique et palpitante ! Je vous conseille surtout pour ceux qui veulent faire les un mois en été
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Conseillère clientèle en alternance,Les Angles ,2022,"Expérience formatrice, bon environnement de travail.
Évaluez votre entreprise pour afficher tous les avis

"
